x_1,x_2,x_3,x_4,loss,bo_iteration
973.2772542348497,2000.0,484.4648472314641,1468.3845755924879,0.01735796393115256,29
950.8507449756578,2000.0,495.9716118724397,1376.0294464559813,0.05399768802127385,30
984.284136763486,2000.0,483.65099313277864,1484.883836440243,0.021965673329419885,31
974.983484821269,2000.0,454.2316503669305,1514.7379881608645,0.0522555279490623,32
986.3750595926654,2000.0,497.49437551081445,1479.356733640456,0.04027891381978818,33
986.1041061294807,2000.0,487.5090037441738,1474.5144506573563,0.046720067940358725,34
981.1532810290191,2000.0,505.9445632774561,1480.2558264446566,0.02387499560269149,35
985.1537399760338,2000.0,504.2579920032787,1487.5077332883648,0.019797300594232986,36
989.480075442678,2000.0,491.02799892207344,1481.783457943188,0.049884187793107874,37
974.6722112882626,2000.0,499.6535017847179,1473.566420024741,0.025693533386705766,38
974.035242064919,2000.0,495.36436549245076,1479.5422342080894,0.03423218337069742,39
986.732978809765,2000.0,500.4633710366646,1481.3012475095431,0.026568539727727894,40
984.4312650962562,2000.0,500.92411784823867,1480.4249597257729,0.026566753628237193,41
991.1677162407406,2000.0,496.19025385024213,1480.110083243647,0.0351232393808533,42
986.4344324267352,2000.0,498.921977240552,1479.7765817746597,0.026234805297799053,43
989.0759009616911,2000.0,499.92035364382417,1477.5747342790291,0.03443004949467489,44
989.2466481457905,2000.0,497.0168933530323,1481.3827054269964,0.04454061414927297,45
991.8231846662343,2000.0,500.0571767294274,1480.647977386872,0.01240212852140229,46
994.7583895742279,2000.0,499.9327430545276,1481.8803143242546,0.011812428836238871,47
1002.5100144664935,2000.0,493.7207130507491,1480.969158177856,0.02277842884934058,48
1000.8205821770908,2000.0,495.2970754234716,1479.5291410591997,0.03133514238932769,49
1003.7927067929525,2000.0,493.6481069269072,1479.6189079994592,0.023004210697778138,50
1000.5854112480492,2000.0,494.13171660259184,1480.2787494273457,0.01474820287802966,51
1010.9204245571843,2000.0,494.16735773481656,1477.6942514345033,0.02182608882064997,52
1017.4235890672223,2000.0,495.9006576041153,1479.867484830671,0.01987555930030943,53
1022.1109763647725,2000.0,494.85253041528574,1472.949731920304,0.03721583262399801,54
1018.7756426346681,2000.0,499.9943544624151,1475.6399006376553,0.018322593707265893,55
1031.6210094040737,2000.0,492.4349198464307,1478.4360078808045,0.028939560367370235,56
1025.6990916530835,2000.0,491.9651717980362,1480.512581288308,0.017679877575922834,57
1036.6857706229018,2000.0,500.10545526118347,1472.720000016957,0.044743605613968965,58
1011.3292253624567,2000.0,491.3816232186649,1493.240580790228,0.03945075731540605,59
1012.6650449470656,2000.0,493.89627881417476,1477.7385302594128,0.02498371044919094,60
1012.1354506627885,2000.0,494.70640623830946,1481.782520292679,0.032910285769022905,61
1014.0249930334257,2000.0,494.7666187835816,1481.7412995207383,0.019978999250018552,62
1016.9579981604435,2000.0,495.0928727581184,1482.347409553139,0.024589708703843888,63
1016.7291417544866,2000.0,495.06118883053625,1481.5831788442226,0.024589708703843888,64
1017.0910784989302,2000.0,494.9607134795195,1481.3950424569598,0.0177120560676742,65
1020.9058111854137,2000.0,494.72718028278376,1480.6012071666682,0.03065073703391997,66
1026.5751653437223,2000.0,494.95486678155686,1476.0859301597218,0.027317399114263192,67
1017.9559958804679,2000.0,495.5659632284283,1486.0393377306134,0.03812090646266869,68
1018.148343958567,2000.0,494.1455908560279,1482.1644599892106,0.019170565680124554,69
1026.5233190327922,2000.0,491.6390489061341,1482.6236586681953,0.024714903755349717,70
1020.8098582377825,2000.0,495.61502074846936,1480.8923686881733,0.03772785145090184,71
1016.9494086101913,2000.0,494.3006446749106,1481.4427339709457,0.024254918579624665,72
1028.8627334041696,2000.0,493.36131798044426,1478.6399368876032,0.023721869751533953,73
1022.2788660408772,2000.0,495.3824198792485,1481.923574397592,0.02045814119262623,74
1022.0459426219002,2000.0,497.1144028995166,1483.7831587714652,0.03418942510325451,75
1029.5454728153336,2000.0,599.9554177455029,1165.9440327894354,0.1166349517248458,76
1026.0748556207186,2000.0,495.3518943308947,1481.9203513288303,0.03444359003227362,77
1018.5394969817617,2000.0,492.5453300781717,1480.447038501312,0.023809275835694487,78
1020.96120664947,2000.0,495.2465056247562,1481.4572794856033,0.0419413430576983,79
1018.082706492834,2000.0,493.12570577328813,1480.3435663058763,0.01305228253834334,80
1020.5455857813439,2000.0,496.39045112254456,1483.3087321562246,0.019278693032985367,81
1023.7929824873096,2000.0,490.30611222208535,1478.35169736211,0.020749248885505257,82
1022.4997140721562,2000.0,495.0702233771297,1481.047076839646,0.03927859825219929,83
1018.8892194200192,2000.0,490.4879939917154,1479.4928823599457,0.026605819927210964,84
1020.484767778937,2000.0,496.15694885033537,1482.7950667003656,0.02485895369253538,85
1019.3716794571628,2000.0,493.1729217515717,1482.555829225949,0.020784223720055405,86
1021.9836313692292,2000.0,495.6577317642892,1482.7304845510735,0.01949697347004875,87
1015.8390268627369,2000.0,502.36322205367014,1475.3560048819961,0.025549905762544196,88
1025.7951798258625,2000.0,495.84812728216843,1482.4760790169582,0.015099135485439142,89
1026.8174916764553,2000.0,497.368102218078,1480.8801948400044,0.029769776254166998,90
1027.788585527655,2000.0,497.39938188406444,1480.951559797275,0.01645292843018122,91
1031.5171188890781,2000.0,496.65966291696895,1480.4024276126065,0.02736744493698129,92
1031.4565766757155,2000.0,496.6044814424084,1480.5307810064287,0.028329448439179193,93
1027.6170036821827,2000.0,495.0771479102589,1479.6809793615055,0.02041812635397383,94
1031.7666351596918,2000.0,497.39416207724804,1480.0290492588663,0.02736744493698129,95
1029.1466748440337,2000.0,497.0617990045857,1480.759506481374,0.029987824803197036,96
1029.6132605224723,2000.0,492.81554949956586,1476.620253080197,0.030227134989068226,97
1029.4530363621343,2000.0,485.06100050838904,1465.850478463166,0.030009776478711,98
1026.6499784096889,2000.0,496.67813838155575,1481.3964568211957,0.03617696431360861,99
1025.4589826354197,2000.0,497.95290874428537,1480.3930673077814,0.02981593339272967,100
