x_1,x_2,x_3,x_4,loss,bo_iteration
658.4814190864563,591.3323163986206,1924.077272415161,1246.9680309295654,0.6623836582346552,0
1796.5694665908811,1804.9167394638064,130.12146949768066,74.54980909824371,0.5577329886077415,0
1202.0883560180664,354.9007773399353,1170.1234579086304,1525.8818864822388,0.5693107335074263,0
315.5188262462616,1014.470100402832,899.7005820274353,666.2111282348633,0.6535920157155529,0
32.3432981967926,91.5401503443718,385.3190541267395,800.2513647079468,1.009985462728966,0
1418.920636177063,1304.7125339508057,1685.4814291000366,1878.6885738372805,0.4007487865468144,0
1575.829267501831,854.8034429550171,647.3565101623535,458.0722153186798,0.5293770161201636,0
937.7486705780028,1514.5710706710815,1407.8192710876465,1349.2549657821655,0.3058372134539407,0
769.4978713989258,456.73325657844543,594.2763686180115,1787.322998046875,0.5915683947205969,0
1654.3583869934082,1177.779197692871,1335.9003067016602,896.988034248352,0.4015877747578665,0
1374.3268251419067,723.986804485321,372.0568418502808,1437.8129243850708,0.3810342257636298,0
236.97124421596527,1875.8808374404907,1573.744535446167,360.23691296577454,0.5329283593530977,0
391.2404179573059,956.5864205360411,1086.2797498703003,228.17935049533844,0.7487247966479615,0
1028.5885334014893,1677.9223680496216,858.545184135437,1086.9908332824707,0.2181997359403847,0
1996.1925745010376,224.0230888128281,1816.5748119354248,515.3892040252686,0.693776652465061,0
611.3242506980896,1375.8409023284912,112.62492835521698,1686.9577169418335,0.3511274818881616,0
562.347948551178,125.38613379001616,1251.500129699707,380.3892135620117,0.9456385197923356,0
1924.0692853927608,1474.483847618103,553.6766052246094,1301.9684553146362,0.2747063270294387,0
1081.423044204712,928.2534718513488,1529.2843580245972,847.5388288497925,0.5256711642834646,0
467.3139452934265,1706.2461376190186,291.5171086788177,1956.3705921173096,0.3085799494368751,0
184.1365247964859,625.3651976585388,806.0054183006287,1572.3453760147097,0.7167052953843027,0
1298.2534170150757,1974.5087623596191,1013.8195753097534,744.7781562805176,0.3114716737021798,0
1703.3348083496094,428.4156560897827,36.30425035953522,1168.4000492095947,0.4919127017684912,0
841.620922088623,1206.087946891785,1767.8954601287842,28.08726206421852,0.706566492003162,0
889.0683650970459,763.9882564544678,206.30481839179996,593.1017398834229,0.6138991747420255,0
1503.4215450286863,1605.380296707153,1972.8939533233645,1734.2755794525146,0.4497397442333339,0
1471.5551137924194,55.41905388236046,952.3471593856812,180.86230754852292,0.8312794773380631,0
108.61310362815856,1340.842843055725,1242.4768209457395,1009.27734375,0.5832507475190899,0
262.8841698169708,264.07018303871155,1730.0485372543335,1391.3809061050415,0.8476542876764508,0
1125.8187294006348,1105.2943468093872,465.751975774765,281.69941902160645,0.5502946663763082,0
1152.7040546164849,2000.0,215.53220002108637,1568.9486188428752,0.10309594515828815,1
1333.5952604773347,2000.0,88.89187423381486,1963.9541766049376,0.2246646776232015,2
1118.7141333940233,2000.0,153.9020955777767,1376.1447714563428,0.12489444773434731,3
1080.0539590763033,1816.1921681277809,628.5536533311285,1613.372010857585,0.0804377345374658,4
1100.8822718516244,2000.0,601.4190920044888,1599.3956801783806,0.06953383645294314,5
1214.9129976725576,1995.6204473211287,654.1133347191826,1601.4356215426867,0.10189293523763517,6
976.6936734389676,2000.0,519.3774448939013,1602.5001546653336,0.05734336760596997,7
1037.4736510016155,2000.0,498.3571498906597,1742.6460641765764,0.08684167860139098,8
979.0691434856077,2000.0,538.6864830326834,1596.4036419334832,0.03923551450073843,9
923.3059852686686,2000.0,648.93694588992,1517.8614920223508,0.0640399310388045,10
820.3109974490806,2000.0,546.7301612682436,1561.5429485319642,0.07989890281219693,11
965.7551458707286,2000.0,571.8955657740278,1566.3499626771104,0.04147746651877676,12
972.4100040131971,2000.0,573.354792683967,1562.1586867302015,0.050957781191242946,13
964.5436945479788,2000.0,582.6668547607196,1562.1306032468783,0.03631530915673007,14
965.5599083555312,2000.0,581.504685232846,1557.337329412023,0.05661261830410789,15
969.5313427759985,2000.0,587.9648368612212,1552.1019074948292,0.051387481373847084,16
963.7059009557928,2000.0,574.0442871689396,1555.8615580481444,0.04062055557873266,17
960.3158893318936,2000.0,589.2571824236865,1536.4770830231625,0.05775554213738613,18
965.586014097538,2000.0,577.1379709822382,1557.7782390270936,0.0381192678795242,19
961.6650179694084,2000.0,574.3867128883559,1543.1023033803685,0.03833165846682792,20
959.7156157154931,2000.0,566.445364194446,1543.1131617436251,0.034141763291505575,21
965.5964960365961,2000.0,567.5073679955634,1539.4227917304847,0.04042612330001574,22
966.0837878610114,2000.0,562.8466114605329,1530.322103295783,0.03838776702088867,23
968.5248238046232,2000.0,559.7794010755333,1520.516387358349,0.024532398665992203,24
971.5547187770995,2000.0,546.5396935233699,1505.9538186150414,0.029185990103376202,25
968.4612292028615,2000.0,527.9548265293438,1482.2649168907456,0.020633059301797554,26
1013.7371636368753,2000.0,495.80559223573783,1370.996433965522,0.057984610156400745,27
970.1623112108365,2000.0,524.7242734288483,1485.0036287729836,0.018678463899861792,28
