x_1,x_2,x_3,x_4,x_5,loss,bo_iteration
91.3718044757843,1757.943630218506,429.6946823596954,617.7873611450195,795.1224446296692,0.487817239358364,0
1952.738881111145,417.05578565597534,1401.7744064331057,1421.0577011108398,1062.8186464309692,0.1144724016353725,0
1207.077145576477,1100.5631685256958,534.0675115585327,360.1994812488556,1954.1491270065308,0.3316102881034004,0
818.3834552764893,693.148672580719,1501.5019178390503,1663.501262664795,186.93313002586365,0.3380188353432497,0
684.451162815094,1335.0807428359983,1246.1495399475098,1803.4553527832031,281.64592385292053,0.2452136939429152,0
1295.8166599273682,988.455295562744,218.1606292724609,219.7570949792862,1576.175093650818,0.4279537336149864,0
1552.232027053833,1556.4231872558594,1850.516676902771,1061.4991188049316,1468.136429786682,0.3176170420462537,0
413.5361313819885,151.3282060623169,817.897617816925,977.8342843055724,673.0660796165466,0.6390802458590862,0
265.58899879455566,1245.66912651062,1971.5577363967896,58.391273021698,1216.8368101119995,0.368194838188973,0
1654.2848348617554,586.5570306777954,939.0073418617249,1980.9497594833372,922.292411327362,0.141399908737841,0
1381.264090538025,1895.785450935364,1117.2006130218506,800.3522157669067,32.41956979036331,0.270646954117657,0
519.8986530303955,303.19997668266296,89.2651379108429,1222.8831052780151,1827.4747133255005,0.4965880738551299,0
982.9363226890564,1660.8186960220337,663.0221605300903,1365.155577659607,1703.4651041030884,0.1665459202101525,0
1121.6299533843994,7.444104179739952,1630.387902259827,658.5680842399597,435.7842206954956,0.4934049779832119,0
1850.6863117218015,1447.7150440216064,308.6403012275696,1622.7349042892456,546.2713837623596,0.1093738731668002,0
239.31923508644104,852.8099656105042,1280.6665897369385,416.1178171634674,1313.5026693344116,0.4590523470859889,0
137.2736543416977,1402.1354913711548,894.2583799362183,1115.4935359954834,192.47807562351227,0.4938941988008988,0
1779.88862991333,805.6474328041077,1922.681212425232,908.1690311431884,1917.4801111221316,0.3395451990422152,0
1004.9357414245604,1739.3226623535156,9.136248379945757,1873.0719089508057,1056.7630529403689,0.0893975172328356,0
897.490382194519,84.12092179059982,1041.1992073059082,165.7196879386902,832.3022723197937,0.6508822293708959,0
607.3040962219238,1942.338466644287,1710.6598615646362,305.0625026226044,698.5307335853577,0.2438299415467422,0
1499.9216794967651,351.3437509536743,739.1207814216614,1734.217405319214,1411.3034009933472,0.1724829273338853,0
1723.1358289718628,1166.183590888977,1325.516700744629,547.0244288444519,1551.2210130691528,0.1941784267052193,0
365.6916916370392,508.906364440918,357.663631439209,1476.1497974395752,337.9682302474976,0.6279230972772899,0
467.7406847476959,1602.0342111587524,1446.6307163238523,1551.8354177474976,1801.9031286239624,0.2707954757521167,0
1575.1848220825195,198.52229952812195,478.70898246765137,471.3159501552582,89.11523222923279,0.6756639002175048,0
1335.3729248046875,1256.4842700958252,1581.7676782608032,1309.8801374435425,947.3837018013,0.1268134458963845,0
692.7553415298462,911.6860628128052,610.1751923561096,729.3921709060669,1160.6212854385376,0.4173963276197709,0
812.039315700531,1053.980588912964,138.02652060985565,870.3227639198303,1308.064579963684,0.397039020295984,0
1169.4847345352173,644.9752449989319,1170.1581478118896,1168.4612035751345,583.0778479576111,0.2948709353838644,0
2000.0,1908.9139225431547,199.66607896373804,2000.0,1110.1875836099189,0.2672888380576488,1
1886.2277749098073,864.5703441387557,658.8578160748259,1927.517244377492,1639.9442730215874,0.24390850117702217,2
1205.6300796908415,1780.8288847906742,595.6136970987089,1795.3452401177537,824.4246730614951,0.07723675691060405,3
1217.0070700591411,2000.0,67.01509544744206,2000.0,443.6754872901196,0.14866099777561909,4
1601.729115092967,1634.4151155288682,1192.431722140743,1861.675875447513,326.94131278120534,0.21223361441598337,5
1307.6823110466057,1600.851952094186,323.4236413174545,1614.3116497230335,919.290137645635,0.0521903927420317,6
1510.5096551375418,1379.4213792247056,833.3713776122024,1323.3314944020412,1001.0018389038075,0.03405603538245308,7
1572.075945369671,1640.1912244431076,606.9103425529705,1221.147348813922,965.6776248634443,0.05183045530713824,8
761.0625204415364,156.32334058207275,1793.7842556781702,2000.0,1043.127962955902,0.29928752449551305,9
1734.6519690796808,1151.759923890275,799.3289141707306,1234.5833433630223,921.1847422969705,0.054894906699058346,10
1171.063551168512,1280.9469632645678,845.4931592668437,1885.4821897063687,1206.765641579198,0.1370619689540598,11
1269.3007992526113,1576.6409336500317,829.5226572093715,1223.2611275712734,822.563238381794,0.07935279412894379,12
1543.0270796558248,1419.9249563449077,690.6144647885932,1442.1931598919969,993.057135138913,0.02290119967572114,13
1790.7028842505704,1231.4983281892091,791.7983635952698,1563.8680343676433,1077.453740873536,0.09377816861909133,14
1825.1847025353545,1732.2151417205957,1841.5050096912737,96.89900925879876,484.0039915417164,0.24734957264180238,15
1643.9935695379972,1658.0492053180933,78.89894396066666,1402.2524245083332,1808.3872646093369,0.2082124187615698,16
2000.0,1072.1171167190173,1429.560420541031,1148.4058990933452,730.3332371668814,0.11777711617927843,17
1571.2338722253655,1516.4321963436607,555.4972831097652,1423.9137908623197,931.5923181682317,0.02084606027239195,18
1359.5024086671008,1294.4035206427525,805.8590125224473,1447.824355154201,964.5121763622068,0.05281481757715523,19
2000.0,0.0,2000.0,2000.0,917.7277110691884,0.28440342929628415,20
1573.4809220995444,1399.5212063996873,598.3552005460662,1398.8416565490118,892.2972032163848,0.037953922250589384,21
1424.3790932194133,1671.560854238338,772.9500816650124,1471.5262913880592,976.6259558548887,0.06545953550406633,22
1584.9140674798487,1340.0278607396287,529.0883678240194,1290.9546146596683,1110.6633546030293,0.05125689112633415,23
